,Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
2666,Running With Scissors,6775659,7213629,1877732,12000000,Oct 20 2006,R,116,Sony Pictures,Based on Book/Short Story,Comedy,Dramatization,,30,6,12926
2667,Rush Hour 2,226164286,347425832,,90000000,Aug 03 2001,PG-13,90,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,51,6.4,52049
2668,Rush Hour 3,140125968,253025968,40854922,180000000,Aug 10 2007,PG-13,91,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,19,6,39312
2669,Rush Hour,141186864,245300000,,35000000,Sep 18 1998,PG-13,98,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,60,6.8,55248
2670,Rushmore,17105219,19080435,,10000000,Dec 11 1998,R,89,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Wes Anderson,87,7.8,53192
2671,R.V.,71724497,87524497,32041099,55000000,Apr 28 2006,PG,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Barry Sonnenfeld,,,
2672,Ravenous,2062406,2062406,,12000000,Mar 19 1999,R,,20th Century Fox,Original Screenplay,Horror,Historical Fiction,,39,6.9,15804
2673,Raise Your Voice,10411980,14811980,,15000000,Oct 08 2004,PG,,New Line,Original Screenplay,Drama,Contemporary Fiction,,16,5.2,8634
2674,Hotel Rwanda,23519128,33919128,,17500000,Dec 22 2004,PG-13,,MGM,Original Screenplay,Drama,Dramatization,,90,8.3,92106
2675,Sahara,68671925,121671925,,145000000,Apr 08 2005,PG-13,123,Paramount Pictures,Based on Book/Short Story,Adventure,Contemporary Fiction,,39,5.9,30739
2676,The Saint,61363304,169400000,,90000000,Apr 04 1997,PG-13,116,Paramount Pictures,Based on TV,Action,Contemporary Fiction,Phillip Noyce,30,5.9,27413
2677,The Salon,139084,139084,,1500000,May 11 2007,PG-13,,Freestyle Releasing,Based on Play,Comedy,Contemporary Fiction,,12,3.5,308
2678,I Am Sam,40270895,40270895,,22000000,Dec 28 2001,PG-13,132,New Line,Original Screenplay,Drama,Contemporary Fiction,,34,7.4,36448
2679,The Salton Sea,676698,676698,,18000000,Apr 26 2002,R,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,D.J. Caruso,63,7.1,16415
2680,Sex and the City 2,95347692,288347692,,95000000,May 27 2010,R,,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,,15,3.9,13796
2681,Saved!,8886160,10102511,,5000000,May 28 2004,PG-13,,MGM,Original Screenplay,Comedy,Contemporary Fiction,,,7,22784
2682,Saving Silverman,19351569,19351569,,22000000,Feb 09 2001,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Dennis Dugan,,5.6,18748
2683,Saw,55185045,103096345,,1200000,Oct 29 2004,R,100,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,48,7.7,112785
2684,Saw II,87025093,152925093,44699720,5000000,Oct 28 2005,R,91,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,36,6.8,76530
2685,Saw III,80238724,163876815,47153811,10000000,Oct 27 2006,R,107,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,25,6.3,60784
2686,Saw IV,63300095,134528909,31998452,10000000,Oct 26 2007,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,17,6,44730
2687,Saw V,56746769,113146769,26535833,10800000,Oct 24 2008,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,13,5.7,31219
2688,Saw VI,27693292,61259697,8308717,11000000,Oct 23 2009,R,91,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Kevin Greutert,42,6.2,18091
2689,Say It Isn't So,5516708,5516708,,25000000,Mar 23 2001,R,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,9,4.6,7736
2690,Say Uncle,5361,5361,,2000000,Jun 23 2006,R,,TLA Releasing,Original Screenplay,Comedy,Contemporary Fiction,,,5.7,431
2691,The Adventures of Sharkboy and Lavagirl in 3-D,39177684,69425966,,50000000,Jun 10 2005,PG,,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,20,3.6,5619
2692,Seabiscuit,120277854,148336445,,86000000,Jul 25 2003,PG-13,141,Universal,Based on Book/Short Story,Drama,Historical Fiction,Gary Ross,77,7.4,31033
2693,A Scanner Darkly,5501616,7405084,,20000000,Jul 07 2006,R,,Warner Independent,Based on Book/Short Story,Thriller/Suspense,Science Fiction,Richard Linklater,68,7.2,41928
2694,Scary Movie 2,71277420,141189101,,45000000,Jul 04 2001,R,82,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,14,4.7,43941
2695,Scary Movie 3,110000082,155200000,,45000000,Oct 24 2003,PG-13,84,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,David Zucker,37,5.4,42829
2696,Scary Movie 4,90710620,178710620,22401247,40000000,Apr 14 2006,PG-13,,Weinstein/Dimension,Original Screenplay,Comedy,Contemporary Fiction,David Zucker,37,5,39542
2697,Scooby-Doo 2: Monsters Unleashed,84185387,181185387,,25000000,Mar 26 2004,PG,93,Warner Bros.,Based on TV,Comedy,Kids Fiction,Raja Gosnell,,4.8,10749
2698,Scooby-Doo,153294164,276294164,,84000000,Jun 14 2002,PG,86,Warner Bros.,Based on TV,Comedy,Kids Fiction,Raja Gosnell,28,4.7,26018
2699,About Schmidt,65005217,105823486,,30000000,Dec 13 2002,R,125,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,85,7.3,53760
2700,The School of Rock,81261177,131161177,,20000000,Oct 03 2003,PG-13,108,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Richard Linklater,,7.2,63188
2701,School for Scoundrels,17807569,17807569,13739501,20000000,Sep 29 2006,PG-13,101,MGM,Remake,Comedy,Contemporary Fiction,Todd Phillips,26,6,15536
2702,Scoop,10525717,39125717,,4000000,Jul 28 2006,PG-13,,Focus/Rogue Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,39,6.8,30336
2703,The Score,71069884,113542091,,68000000,Jul 13 2001,R,124,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Frank Oz,74,6.8,42616
2704,Scream,103046663,173046663,,15000000,Dec 20 1996,R,110,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,81,2.9,217
2705,Scream 2,101363301,101363301,,24000000,Dec 12 1997,R,120,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,80,5.9,48196
2706,Scream 3,89138076,161838076,,40000000,Feb 04 2000,R,118,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,38,5.3,38230
2707,The Scorpion King,90580000,164529000,,60000000,Apr 19 2002,PG-13,91,Universal,Spin-Off,Action,Fantasy,Chuck Russell,40,5.3,30359
2708,George A. Romero's Survival of the Dead,101740,101740,943385,4200000,May 28 2010,R,,Magnolia Pictures,,Horror,,,,,
2709,Stardust,38634938,135556675,25129402,70000000,Aug 10 2007,PG-13,128,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Matthew Vaughn,76,7.9,87883
2710,Mar adentro,2086345,39686345,,13300000,Dec 17 2004,PG-13,,Fine Line,Based on Real Life Events,Drama,Dramatization,,,7.2,466
2711,Selena,35450113,35450113,,20000000,Mar 21 1997,PG,127,Warner Bros.,Based on Real Life Events,Drama,Dramatization,,63,6.3,7996
2712,The Sentinel,36280697,77280697,17497571,60000000,Apr 21 2006,PG-13,,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,33,6.1,23567
2713,September Dawn,901857,901857,,10100000,Aug 24 2007,R,110,Black Diamond Pictures,Original Screenplay,Western,Historical Fiction,,13,5.5,1823
2714,You Got Served,40066497,48066497,,8000000,Jan 30 2004,PG-13,95,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,,16,2.6,17830
2715,Serving Sara,16930185,20146150,,29000000,Aug 23 2002,PG-13,,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5,5,7973
2716,Session 9,378176,1619602,,1500000,Aug 10 2001,R,,,,,,Brad Anderson,60,6.8,14685
2717,Seven Years in Tibet,37945884,131445884,,70000000,Oct 10 1997,PG-13,139,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Jean-Jacques Annaud,59,6.7,29020
2718,Sex and the City,152647258,416047258,85061666,57500000,May 30 2008,R,,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,,49,5.4,46837
2719,Swordfish,69772969,147080413,,80000000,Jun 08 2001,R,99,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Dominic Sena,25,6.3,57952
2720,Something's Gotta Give,124685242,266685242,,80000000,Dec 12 2003,PG-13,128,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,70,6.8,36303
2721,Sugar Town,178095,178095,,250000,Sep 17 1999,R,,October Films,,Comedy,,,67,5.6,566
2722,Shade,22183,22183,,6800000,Apr 09 2004,R,,,,,,,,6.3,950
2723,Shadow of the Vampire,8279017,8279017,,8000000,Dec 29 2000,R,,Lionsgate,Original Screenplay,Drama,Historical Fiction,E. Elias Merhige,81,6.8,18221
2724,Shaft,70327868,107190108,,53012938,Jun 16 2000,R,99,Paramount Pictures,Remake,Action,Contemporary Fiction,John Singleton,68,5.9,32881
2725,The Shaggy Dog,61123569,87123569,28587103,60000000,Mar 10 2006,PG,,Walt Disney Pictures,Remake,Comedy,Fantasy,Brian Robbins,27,4.1,6116
2726,Scary Movie,157019771,277200000,,19000000,Jul 07 2000,R,88,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,53,6,68541
2727,Shaun of the Dead,13542874,29629128,,5000000,Sep 24 2004,R,,Focus/Rogue Pictures,Original Screenplay,Comedy,Fantasy,Edgar Wright,91,8,134693
2728,Shortbus,1985292,1985292,,2000000,Oct 04 2006,Not Rated,,ThinkFilm,Original Screenplay,Comedy,Contemporary Fiction,,66,6.7,14276
2729,She's All That,63465522,63465522,,10000000,Jan 29 1999,PG-13,91,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,,38,5.4,28498
2730,She's the Man,33889159,56889159,33340509,25000000,Mar 17 2006,PG-13,,Paramount Pictures,Based on Play,Romantic Comedy,Contemporary Fiction,Andy Fickman,44,6.4,26513
2731,Sherrybaby,199176,622806,,2000000,Sep 08 2006,R,,IFC Films,Original Screenplay,Drama,Contemporary Fiction,,74,6.7,6372
2732,Shallow Hal,70836296,70836296,,40000000,Nov 09 2001,PG-13,113,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,50,6,35878
2733,Silent Hill,46982632,99982632,22104517,50000000,Apr 21 2006,R,,Sony Pictures,Based on Game,Horror,Contemporary Fiction,Christophe Gans,29,6.5,65485
2734,Shutter Island,128012934,294512934,22083616,80000000,Feb 19 2010,R,,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Martin Scorsese,67,8,105706
2735,Shakespeare in Love,100317794,279500000,,26000000,Dec 11 1998,R,122,Miramax,Original Screenplay,Romantic Comedy,Historical Fiction,John Madden,93,7.4,77911
2736,In the Shadow of the Moon,1134358,1134358,,2000000,Sep 07 2007,PG,100,ThinkFilm,Based on Real Life Events,Documentary,Factual,,94,8,2974
2737,Sherlock Holmes,209028679,518249844,42276167,80000000,Dec 25 2009,PG-13,,Warner Bros.,Based on Book/Short Story,Adventure,Historical Fiction,Guy Ritchie,69,7.5,91555
2738,She's Out of My League,31628317,49219151,7889235,20000000,Mar 12 2010,,,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,57,6.7,17449
2739,Shooter,47003582,95203582,57333255,60000000,Mar 23 2007,R,125,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Antoine Fuqua,48,7.2,149
2740,Shrek,267655011,484399218,,50000000,May 18 2001,PG,90,Dreamworks SKG,Based on Book/Short Story,Adventure,Kids Fiction,Andrew Adamson,89,8,163855
2741,Shrek 2,441226247,919838758,,70000000,May 19 2004,PG,92,Dreamworks SKG,Based on Book/Short Story,Adventure,Kids Fiction,Andrew Adamson,89,7.5,95658
2742,Shrek the Third,322719944,798958162,176400340,160000000,May 18 2007,PG,92,Paramount Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,41,6.1,59778
2743,Shrek Forever After,238395990,729395990,,165000000,May 21 2010,PG,93,Paramount Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,,6.7,12193
2744,Shark Tale,160861908,367275019,,75000000,Oct 01 2004,PG,90,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Rob Letterman,35,5.9,40019
2745,Shattered Glass,2207975,2932719,,6000000,Oct 31 2003,PG-13,,Lionsgate,Based on Real Life Events,Drama,Dramatization,,91,7.4,14575
2746,Stealing Harvard,13973532,13973532,,25000000,Sep 13 2002,PG-13,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,8,4.7,6899
2747,Showtime,37948765,78948765,,85000000,Mar 15 2002,PG-13,95,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Tom Dey,24,5.3,22128
2748,Sicko,24538513,33538513,17438209,9000000,Jun 22 2007,PG-13,,Lionsgate,Based on Real Life Events,Documentary,Factual,Michael Moore,93,8.2,40886
2749,The Siege,40934175,116625798,,70000000,Nov 06 1998,R,116,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Edward Zwick,44,,
2750,Signs,227965690,408265690,,70702619,Aug 02 2002,PG-13,106,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,74,6.9,111561
2751,Simon Birch,18253415,18253415,,20000000,Sep 11 1998,PG,110,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Mark Steven Johnson,44,6.7,11371
2752,A Simple Wish,8165213,8165213,,28000000,Jul 11 1997,PG,,Universal,Original Screenplay,Comedy,Fantasy,Michael Ritchie,27,4.9,1545
2753,The Simpsons Movie,183135014,527071022,96359085,72500000,Jul 27 2007,PG-13,86,20th Century Fox,Based on TV,Comedy,Contemporary Fiction,David Silverman,89,7.6,117656
2754,Sinbad: Legend of the Seven Seas,26483452,80767884,,60000000,Jul 02 2003,PG,86,Dreamworks SKG,Traditional/Legend/Fairytale,Adventure,Kids Fiction,Tim Johnson,,6.6,7895
2755,Sin City,74103820,158753820,,40000000,Apr 01 2005,R,126,Miramax/Dimension,Based on Comic/Graphic Novel,Action,Fantasy,Robert Rodriguez,77,8.3,255814
2756,The Singing Detective,336456,524747,,8000000,Oct 24 2003,R,,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,,38,5.6,4441
2757,The Sixth Sense,293506292,672806292,,40000000,Aug 06 1999,PG-13,107,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,M. Night Shyamalan,85,8.2,238745
2758,Super Size Me,11529368,29529368,,65000,May 07 2004,PG-13,,IDP Distribution,Based on Real Life Events,Documentary,Factual,Morgan Spurlock,,7.6,33805
2759,The Skeleton Key,47907715,92907715,,40000000,Aug 12 2005,PG-13,,Universal,Original Screenplay,Horror,Contemporary Fiction,Iain Softley,38,6.5,29810
2760,The Skulls,35007180,35007180,,15000000,Mar 31 2000,PG-13,107,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Rob Cohen,8,5.3,14903
2761,Sky High,63939454,81627454,,60000000,Jul 29 2005,PG,102,Walt Disney Pictures,Original Screenplay,Adventure,Super Hero,,73,6.6,20923
2762,Slackers,4814244,4814244,,11000000,Feb 01 2002,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,11,4.9,7934
2763,Ready to Rumble,12372410,12372410,,24000000,Apr 07 2000,PG-13,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Brian Robbins,25,,
2764,Soldier,14623082,14623082,,75000000,Oct 23 1998,R,,Warner Bros.,Original Screenplay,Action,Science Fiction,Paul Anderson,,,
2765,Sleepy Hollow,101068340,207068340,,70000000,Nov 19 1999,R,105,Paramount Pictures,Based on Book/Short Story,Horror,Historical Fiction,Tim Burton,68,7.5,107511
2766,Lucky Number Slevin,22495466,55495466,26858545,27000000,Apr 07 2006,R,,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Paul McGuigan,51,7.8,91145
2767,The Secret Life of Bees,37766350,39612166,17077991,11000000,Oct 17 2008,PG-13,110,Fox Searchlight,Based on Book/Short Story,Drama,Historical Fiction,,57,7,7077
2768,Hannibal,165092266,350100280,,87000000,Feb 09 2001,R,131,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,Ridley Scott,39,6.4,74862
2769,Southland Tales,275380,364607,,17000000,Nov 14 2007,R,,Samuel Goldwyn Films,Original Screenplay,Musical,Contemporary Fiction,Richard Kelly,,5.6,20172
2770,Slow Burn,1237615,1237615,893953,15500000,Apr 13 2007,R,93,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,12,5.9,2318
2771,Sleepover,9408183,9408183,,10000000,Jul 09 2004,PG,,MGM,Original Screenplay,Comedy,Contemporary Fiction,,15,4.6,4774
2772,The Bridge of San Luis Rey,49981,1696765,,24000000,Jun 10 2005,PG,,Fine Line,Based on Book/Short Story,Drama,,,4,5,1913
2773,Slither,7802450,12834936,7475776,15250000,Mar 31 2006,R,,Universal,Original Screenplay,Horror,Science Fiction,,85,6.6,26101
2774,Slumdog Millionaire,141319928,365257315,31952272,14000000,Nov 12 2008,R,116,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Danny Boyle,94,8.3,176325
2775,Slums of Beverly Hills,5502773,5502773,,5000000,Aug 14 1998,R,,Fox Searchlight,Based on Real Life Events,Comedy,Dramatization,Tamara Jenkins,79,6.4,5821
2776,Small Soldiers,55143823,71743823,,40000000,Jul 10 1998,PG-13,110,Dreamworks SKG,Original Screenplay,Comedy,Kids Fiction,Joe Dante,46,5.9,20571
2777,Mr. And Mrs. Smith,186336279,478336279,,110000000,Jun 10 2005,PG-13,112,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Doug Liman,,4.7,189
2778,Smokin' Aces,35662731,56047261,35817034,17000000,Jan 26 2007,R,108,Universal,Original Screenplay,Comedy,Contemporary Fiction,Joe Carnahan,28,6.6,57313
2779,Someone Like You,27338033,38684906,,23000000,Mar 30 2001,PG-13,97,20th Century Fox,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Tony Goldwyn,41,5.8,10073
2780,Death to Smoochy,8355815,8374062,,50000000,Mar 29 2002,R,,Warner Bros.,Original Screenplay,Black Comedy,Contemporary Fiction,Danny De Vito,42,6.2,22379
2781,Simply Irresistible,4398989,4398989,,6000000,Feb 05 1999,PG-13,,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,,14,4.8,6927
2782,Summer Catch,19693891,19693891,,17000000,Aug 24 2001,PG-13,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,7,4.6,6848
2783,There's Something About Mary,176484651,360099999,,22000000,Jul 15 1998,R,119,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,83,7.2,96443
2784,Snake Eyes,55591409,103891409,,73000000,Aug 07 1998,R,99,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,41,5.8,29321
2785,Snakes on a Plane,34020814,62020814,23704179,33000000,Aug 18 2006,R,105,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,68,6,65841
2786,Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,,100000000,Dec 17 2004,PG,108,Paramount Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,71,6.9,51614
2787,House of Sand and Fog,13005485,16157923,,16500000,Dec 19 2003,R,,Dreamworks SKG,Based on Book/Short Story,Drama,Contemporary Fiction,,75,7.8,29777
2788,A Sound of Thunder,1900451,6300451,,80000000,Sep 02 2005,PG-13,,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Peter Hyams,6,4.1,9915
2789,See No Evil,15032800,15387513,45391536,8000000,May 19 2006,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,9,5,10035
2790,The Shipping News,11405825,24405825,,35000000,Dec 25 2001,R,,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,55,6.7,17338
2791,Shanghai Knights,60470220,60470220,,50000000,Feb 07 2003,PG-13,114,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66,6.2,24893
2792,Shanghai Noon,56932305,71189835,,55000000,May 26 2000,PG-13,110,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Tom Dey,78,6.6,32446
2793,Snow Dogs,81150692,115010692,,32000000,Jan 18 2002,PG,99,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brian Levant,23,4.9,7561
2794,Snow Falling on Cedars,14378353,14378353,,36000000,Dec 24 1999,PG-13,,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,,40,6.7,8444
2795,Sunshine,3688560,32030610,6342481,40000000,Jul 20 2007,R,108,Fox Searchlight,Original Screenplay,Thriller/Suspense,Science Fiction,Danny Boyle,74,7.3,74535
2796,Snatch,30093107,83593107,,10000000,Dec 08 2000,R,103,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Guy Ritchie,,8.2,173919
